status,title,artists,album,audio_path,audio_url,file_path
"Not uploaded","Lord I Need You","Kanye West","Donda","","",""
"Not uploaded","Lost Cause","Billie Eilish","Happier Than Ever","","",""
"Not uploaded","Lost In The World","Kanye West, Bon Iver","My Beautiful Dark Twisted Fantasy","","",""
"Not uploaded","Lounge Act","Nirvana","Nevermind (Super Deluxe Edition)","","",""
"Not uploaded","Lounge Act","Nirvana","Nevermind (Remastered)","","",""
"Not uploaded","Lounge Act","Nirvana","Nevermind (Deluxe Edition)","","",""
"Not uploaded","Lounge Act - 1992/Live at Reading","Nirvana","Live at Reading","","",""
"Not uploaded","Lounge Act - Boombox Rehearsals","Nirvana","Nevermind (Super Deluxe Edition)","","",""
"Not uploaded","Lounge Act - Boombox Rehearsals","Nirvana","Nevermind (Deluxe Edition)","","",""
"Not uploaded","Lounge Act - Devonshire Mix","Nirvana","Nevermind (Super Deluxe Edition)","","",""
"Not uploaded","Lounge Act - Remastered 2021","Nirvana","Nevermind (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Love Buzz","Nirvana","Bleach (Deluxe Edition)","","",""
"Not uploaded","Love Buzz","Nirvana","Bleach","","",""
"Not uploaded","Love Buzz (Live at Pine Street Theatre)","Nirvana","Bleach (Deluxe Edition)","","",""
"Not uploaded","Love Buzz - Live At The Paramount/1991","Nirvana","Live At The Paramount","","",""
"Not uploaded","Love Buzz - Live In Amsterdam, Netherlands/1991","Nirvana","Nevermind (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Love In Slow Motion","Ed Sheeran","= (Tour Edition)","","",""
"Not uploaded","Love In Slow Motion","Ed Sheeran","=","","",""
"Not uploaded","Love Lockdown","Kanye West","808s & Heartbreak","","",""
"Not uploaded","Love Trilogy","Red Hot Chili Peppers","The Uplift Mofo Party Plan","","",""
"Not uploaded","Love in Slow Motion","Ed Sheeran","kiss me under the light of a thousand stars","","",""
"Not uploaded","Love of Your Life","Red Hot Chili Peppers","Never Is a Long Time / Love of Your Life","","",""
"Not uploaded","Lovin' And Touchin' - Remastered","Red Hot Chili Peppers","Freaky Styley","","",""
"Not uploaded","Low Lights","Kanye West","The Life Of Pablo","","",""
"Not uploaded","Lukaamaari","Sajjan Raj Vaidya","Lukaamaari","","",""
"Not uploaded","Lyon 6.6.06 - Live","Red Hot Chili Peppers","Tell Me Baby","","",""
"Not uploaded","L’AMOUR DE MA VIE","Billie Eilish","HIT ME HARD AND SOFT","","",""
"Not uploaded","MAINTENANCE","DONDA, Kanye West, Ye","DONDA 2","","",""
"Not uploaded","MENTAL","Jamesy, $b","MENTAL","","",""
"Not uploaded","MOTH BALLS","PARTYNEXTDOOR, Drake","$ome $exy $ongs 4 U","","",""
"Not uploaded","MY SOUL","¥$, Kanye West, Ty Dolla $ign","VULTURES 2","","",""
"Not uploaded","Ma Mare Pani","Swar, Swapnil Sharma, Rohit Shakya","Ma Mare Pani","","",""
"Not uploaded","Ma Sansaar Jitne","Sabin Rai","Ma Sansaar Jitne","","",""
"Not uploaded","Maa","Albatross","Atti Bhayo","","",""
"Not uploaded","Maaf Gara - Live In Bhaktapur","AXIX","Maaf Gara (Live In Bhaktapur)","","",""
"Not uploaded","Madagascar","Guns N' Roses","Chinese Democracy","","",""
"Uploaded","Made In America","JAŸ-Z, Kanye West, Frank Ocean","Watch The Throne (Deluxe)","public/songs/JAŸ-Z/Watch The Throne (Deluxe)/Made In America.mp3","/songs/JA%C5%B8-Z/Watch%20The%20Throne%20(Deluxe)/Made%20In%20America.mp3","D:\vinyl-demo\public\songs\JAŸ-Z\Watch The Throne (Deluxe)\Made In America.mp3"
"Not uploaded","Magic Johnson - Remastered 2003","Red Hot Chili Peppers","Mother's Milk","","",""
"Not uploaded","Magical","Ed Sheeran","Autumn Variations (Fan Living Room Sessions)","","",""
"Not uploaded","Magical","Ed Sheeran","Autumn Variations","","",""
"Not uploaded","Magical - Live from Brantlie’s Living Room","Ed Sheeran","Autumn Variations (Fan Living Room Sessions)","","",""
"Not uploaded","Magpies on Fire","Red Hot Chili Peppers","Magpies on Fire / Victorian Machinery","","",""
"Not uploaded","Maja Ko Vul","Oasis Thapa","Maja Ko Vul","","",""
"Not uploaded","Make It Rain","Ed Sheeran","x (10th Anniversary Edition)","","",""
"Not uploaded","Make It Rain","Ed Sheeran","x (Wembley Edition)","","",""
"Not uploaded","Make Me Piano","Dj khalipha","Limitless","","",""
"Not uploaded","Make You Feel Better","Red Hot Chili Peppers","Stadium Arcadium","","",""
"Not uploaded","Makhamali - From "" Oonko Sweater[The Woolen Sweater]""","Sujan Chapagain, ArtMandu, Sunita Thegim","Makhamali (From "" Oonko Sweater[The Woolen Sweater]"")","","",""
"Not uploaded","Malaai Chaana Na","Sajjan Raj Vaidya","Ekadeshma","","",""
"Not uploaded","Malaai Chaana Na","Sajjan Raj Vaidya","Malaai Chaana Na","","",""
"Not uploaded","Malai Angali Deu","Sabin Rai","Rangamanch Ko Rang","","",""
"Not uploaded","Malai Jitnu Xa (PUBG MOBILE Nepal)","John Rai, PUBG MOBILE OFFICIAL","Malai Jitnu Xa (PUBG MOBILE Nepal)","","",""
"Not uploaded","Malai Rakha Na - Acoustic","Sajjan Raj Vaidya","Malai Rakha Na (Acoustic)","","",""
"Not uploaded","Mama Kin - 1986 Sound City Session","Guns N' Roses","Appetite For Destruction (Super Deluxe Edition)","","",""
"Not uploaded","Mama Kin - Live / Edit","Guns N' Roses","Appetite For Destruction (Super Deluxe Edition)","","",""
"Not uploaded","Mama Kin - Live In Paris, Hippodrome De Vincennes - June 6, 1992","Guns N' Roses, Steven Tyler, Joe Perry","Use Your Illusion II (Deluxe Edition)","","",""
"Not uploaded","Mama Kin - Live Version","Guns N' Roses","G N' R Lies","","",""
"Not uploaded","Manaka Kura","Samir Shrestha, bekcha","Manaka Kura","","",""
"Not uploaded","Manaka kura","Purna Rai","Manaka kura","","",""
"Not uploaded","Manav Nai Danav","Albatross","Ma Ra Malai","","",""
"Not uploaded","Manawta","Tribal Rain","Roka Yo Samay","","",""
"Not uploaded","Mann cha?","Purna Rai","Mann cha?","","",""
"Not uploaded","Mara Drill","Dj khalipha","Mara Drill","","",""
"Not uploaded","Mara Evolution Beat","Dj khalipha","Mara Evolution Beat","","",""
"Not uploaded","Mara Non Stop Beat","Dj khalipha","Mara Non Stop Beat","","",""
"Not uploaded","Mara Street House Mixtape","Dj khalipha","Mara Street House Mixtape","","",""
"Not uploaded","Mara Till Eternity","Dj khalipha","Mara Till Eternity","","",""
"Not uploaded","Mara dance beat 2.0 - Remix","Dj khalipha","Mara dance beat 2.0 (Remix)","","",""
"Not uploaded","Marapiano Street Beat","Dj khalipha","Marapiano Street Beat","","",""
"Uploaded","Marcy Me","JAŸ-Z","4:44","public/songs/JAŸ-Z/4_44/Marcy Me.mp3","/songs/JA%C5%B8-Z/4_44/Marcy%20Me.mp3","D:\vinyl-demo\public\songs\JAŸ-Z\4_44\Marcy Me.mp3"
"Not uploaded","Mari Jaulo","YABI The G.O.A.T","Mari Jaulo","","",""
"Not uploaded","Marigold","Nirvana","In Utero (Super Deluxe Edition)","","",""
"Not uploaded","Marigold","Nirvana","In Utero (Deluxe Edition)","","",""
"Not uploaded","Marigold - 2023 Remaster","Nirvana","In Utero (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Marigold - Demo","Nirvana","In Utero (Super Deluxe Edition)","","",""
"Not uploaded","Marigold - Demo","Nirvana","In Utero (Deluxe Edition)","","",""
"Not uploaded","Mathi Mathi Pantharai ma - From "" Oonko Sweater[The Woolen Sweater]""","Sujan Chapagain, ArtMandu","Mathi Mathi Pantharai ma (From "" Oonko Sweater[The Woolen Sweater]"")","","",""
"Not uploaded","Maun","Laure, Sabin Rai","Maun","","",""
"Not uploaded","Mausam","Sushant KC, Yodda, LIL Rock Look","Mausam","","",""
"Not uploaded","Maya","Ciney Gurung, Sabin Rai","Hidchhu","","",""
"Not uploaded","Maya","Chirag Khadka","Jay Shamboo","","",""
"Not uploaded","Maya Garnu La - Composer Version","John Rai","Maya Garnu La (Composer Version)","","",""
"Not uploaded","Maya Garnu La - Piano Version","John Rai","Maya Garnu La (Piano Version)","","",""
"Not uploaded","Maya Garnu la - Flute","John Rai, kiran Baral","Maya Garnu la (Flute)","","",""
"Not uploaded","Maya Jalaima","Sabin Rai","Sataha","","",""
"Not uploaded","Maya Ko Katha","Yabesh Thapa, Arbitrary Records","Maya Ko Katha","","",""
"Not uploaded","Maya Ma","Swar","Maya Ma","","",""
"Not uploaded","Maya Ma","Sushant KC","Maya Ma (2018 Compilation)","","",""
"Not uploaded","Maya Ma","Purna Rai","Maya Ma","","",""
"Not uploaded","Mayaloo","Sajjan Raj Vaidya","Sajjan Raj Vaidya 2016 Releases","","",""
"Not uploaded","Mayalu","Vek, Yabesh Thapa","Mayalu","","",""
"Not uploaded","Mayalu Sunana","Samir Shrestha","Mayalu Sunana","","",""
"Not uploaded","Mayele - Refix","La Reine Yose, Dj khalipha, Elixa, Uchee, Chelda Checks, Marina wealthy","Mayele (Refix)","","",""
"Not uploaded","Mayele Dance","La Reine Yose, Dj khalipha","Mayele Dance","","",""
"Not uploaded","Mc Duffs - Coração Bandido","Dj Thales Jql, DJ Rk","Mc Duffs - Coração Bandido","","",""
"Not uploaded","Me And My Friends","Red Hot Chili Peppers","The Uplift Mofo Party Plan","","",""
"Not uploaded","Me And My Friends","Red Hot Chili Peppers","What Hits!?","","",""
"Not uploaded","Me Superé","Were, Dj Khala","Me Superé","","",""
"Not uploaded","Meet Me at the Corner","Red Hot Chili Peppers","I'm with You","","",""
"Not uploaded","Mega Depressiva 002","Dj Thales Jql","A Revolta do Jql","","",""
"Not uploaded","Mega da Desgraçanagem Pt.1","Dj Thales Jql","Barulho Jql","","",""
"Not uploaded","Mega do Beat Apaixonante","Dj Thales Jql","Barulho Jql","","",""
"Not uploaded","Mega do Galaxia","Dj Thales Jql","Barulho Jql","","",""
"Not uploaded","Mega do Peixao","Dj Thales Jql","Barulho Jql","","",""
"Not uploaded","Mega pra fuder no carro","DJ DIDI, Dj Thales Jql, DJ Karuso","Mega pra fuder no carro","","",""
"Not uploaded","Mega pros Fiat Palio","Dj Thales Jql","Barulho Jql","","",""
"Not uploaded","Mellow","Sajjan Raj Vaidya","Katha: Episode I & II","","",""
"Not uploaded","Mellow","Rohit Shakya, Sajjan Raj Vaidya","Mellow","","",""
"Not uploaded","Mellowship Slinky in B Major","Red Hot Chili Peppers","Blood Sugar Sex Magik","","",""
"Not uploaded","Mellowship Slinky in B Major","Red Hot Chili Peppers","The Studio Album Collection 1991 - 2011","","",""
"Not uploaded","Melodic Mara - EDM REMIX","Dj khalipha","Melodic Mara (EDM REMIX)","","",""
"Not uploaded","Menina","Dj Thales Jql, Mc Kesley","Menina","","",""
"Not uploaded","Mercy Mercy","Red Hot Chili Peppers","Tell Me Baby","","",""
"Not uploaded","Mero Aanshu","The Edge Band","Mero Prayas","","",""
"Not uploaded","Mero Ansu","The Edge Band","Mero Ansu","","",""
"Not uploaded","Mero Mana Ma","Samir Shrestha","Mero Mana Ma","","",""
"Not uploaded","Mero Prem","AXIX","Ghar Gaun","","",""
"Not uploaded","Mero Prem - Live In Bhaktapur","AXIX","Mero Prem (Live In Bhaktapur)","","",""
"Not uploaded","Mero Priye,","Yabesh Thapa","Mero Priye,","","",""
"Not uploaded","Mero Sundar Dharan (Budhasubba Goldcup )","Shiva Lamichane Cwaz","Budhasubba GoldCup","","",""
"Not uploaded","Mexican Seafood","Nirvana","Incesticide","","",""
"Not uploaded","Mi Palo Al Palo","Were, Dj Khala","Mi Palo Al Palo","","",""
"Not uploaded","Mi Victoria","Were, Dj Khala","Mi Victoria","","",""
"Not uploaded","Midnight","Ed Sheeran","Autumn Variations (Fan Living Room Sessions)","","",""
"Not uploaded","Midnight","Ed Sheeran","Autumn Variations","","",""
"Not uploaded","Midnight","Red Hot Chili Peppers","By the Way (Deluxe Edition)","","",""
"Not uploaded","Midnight","Red Hot Chili Peppers","By the Way","","",""
"Not uploaded","Midnight - Live from John’s Living Room","Ed Sheeran","Autumn Variations (Fan Living Room Sessions)","","",""
"Not uploaded","Milk It","Nirvana","In Utero (Super Deluxe Edition)","","",""
"Not uploaded","Milk It","Nirvana","In Utero (Deluxe Edition)","","",""
"Not uploaded","Milk It","Nirvana","In Utero","","",""
"Not uploaded","Milk It - 2013 Mix","Nirvana","In Utero (Super Deluxe Edition)","","",""
"Not uploaded","Milk It - 2013 Mix","Nirvana","In Utero (Deluxe Edition)","","",""
"Not uploaded","Milk It - 2023 Remaster","Nirvana","In Utero (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Milk It - Demo","Nirvana","With The Lights Out - Box Set","","",""
"Not uploaded","Milk It - Live In Seattle, WA., January 5, 1994","Nirvana","From The Muddy Banks Of The Wishkah (Live)","","",""
"Not uploaded","Million Miles of Water","Red Hot Chili Peppers","Dani California","","",""
"Not uploaded","Millionaires Against Hunger","Red Hot Chili Peppers","Freaky Styley","","",""
"Not uploaded","Milo Mara Dance Beat","Dj khalipha, Lomilo","Milo Mara Dance Beat","","",""
"Not uploaded","Minor Thing","Red Hot Chili Peppers","By the Way (Deluxe Edition)","","",""
"Not uploaded","Minor Thing","Red Hot Chili Peppers","By the Way","","",""
"Not uploaded","Moist Vagina - 2013 Mix","Nirvana","In Utero (Super Deluxe Edition)","","",""
"Not uploaded","Moist Vagina - 2013 Mix","Nirvana","In Utero (Deluxe Edition)","","",""
"Not uploaded","Moist Vagina - 2023 Remaster","Nirvana","In Utero (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Moist Vagina - Demo","Nirvana","With The Lights Out - Box Set","","",""
"Not uploaded","Molly's Lips (Live at Pine Street Theatre)","Nirvana","Bleach (Deluxe Edition)","","",""
"Not uploaded","Molly's Lips - BBC John Peel Session 1990","Nirvana","Incesticide","","",""
"Not uploaded","Mommy Where's Daddy - 2002 Digital Remaster","Red Hot Chili Peppers","Red Hot Chili Peppers","","",""
"Not uploaded","Monarchy of Roses","Red Hot Chili Peppers","I'm with You","","",""
"Not uploaded","Monster","Kanye West, JAŸ-Z, Rick Ross, Nicki Minaj, Bon Iver","My Beautiful Dark Twisted Fantasy","","",""
"Not uploaded","Montagem Maligna","Dj Thales Jql","Montagem Maligna","","",""
"Not uploaded","Moon","Kanye West","Donda (Deluxe)","","",""
"Not uploaded","Moon","Kanye West","Donda","","",""
"Uploaded","Moonlight","JAŸ-Z","4:44","public/songs/JAŸ-Z/4_44/Moonlight.mp3","/songs/JA%C5%B8-Z/4_44/Moonlight.mp3","D:\vinyl-demo\public\songs\JAŸ-Z\4_44\Moonlight.mp3"
"Not uploaded","Mooskaan","Sajjan Raj Vaidya","Mooskaan","","",""
"Not uploaded","Mooskaan| - Live in Terminal 5 | NYC","Sajjan Raj Vaidya","Mooskaan| (Live in Terminal 5 | NYC)","","",""
"Not uploaded","Move To The City - 1986 Sound City Session","Guns N' Roses","Appetite For Destruction (Super Deluxe Edition)","","",""
"Not uploaded","Move To The City - Acoustic Version / 1986 Sound City Session","Guns N' Roses","Appetite For Destruction (Super Deluxe Edition)","","",""
"Not uploaded","Move To The City - Live","Guns N' Roses","Live Era '87-'93 (Live - Deluxe Edition)","","",""
"Not uploaded","Move To The City - Live","Guns N' Roses","G N' R Lies","","",""
"Not uploaded","Move To The City - Live","Guns N' Roses","Appetite For Destruction (Super Deluxe Edition)","","",""
"Not uploaded","Move To The City - Live In Japan / 1992","Guns N' Roses","Live Era '87-'93","","",""
"Not uploaded","Move Your Body","Albatross","Move Your Body","","",""
"Not uploaded","Move Your Body","Albatross","Move Your Body","","",""
"Not uploaded","Moving - Bonus Track","Ed Sheeran","- (Deluxe)","","",""
"Not uploaded","Mr. Brownstone","Guns N' Roses","Appetite For Destruction (Super Deluxe Edition)","","",""
"Not uploaded","Mr. Brownstone","Guns N' Roses","Appetite For Destruction","","",""
"Not uploaded","Mr. Brownstone - Live","Guns N' Roses","Live Era '87-'93 (Live - Deluxe Edition)","","",""
"Not uploaded","Mr. Brownstone - Live In London / 1991","Guns N' Roses","Live Era '87-'93","","",""
"Not uploaded","Mr. Brownstone - Live in New York, Ritz Theatre - May 16, 1991","Guns N' Roses","Use Your Illusion (Super Deluxe)","","",""
"Not uploaded","Mr. Moustache","Nirvana","Bleach (Deluxe Edition)","","",""
"Not uploaded","Mr. Moustache","Nirvana","Bleach","","",""
"Not uploaded","Mrs. Butterworth - 1988 Rehearsal","Nirvana","Sliver - The Best Of The Box","","",""
"Not uploaded","Mrs. Butterworth - 1988 Rehearsal","Nirvana","With The Lights Out - Box Set","","",""
"Not uploaded","Mtg Toneladas de Amor","Dj Thales Jql","Mtg Toneladas de Amor","","",""
"Not uploaded","Muito Feio Filho","Dj Thales Jql","Barulho Jql","","",""
"Uploaded","Murder To Excellence","JAŸ-Z, Kanye West","Watch The Throne (Deluxe)","public/songs/JAŸ-Z/Watch The Throne (Deluxe)/Murder To Excellence.mp3","/songs/JA%C5%B8-Z/Watch%20The%20Throne%20(Deluxe)/Murder%20To%20Excellence.mp3","D:\vinyl-demo\public\songs\JAŸ-Z\Watch The Throne (Deluxe)\Murder To Excellence.mp3"
"Not uploaded","Muskan","AXIX","Ghar Gaun","","",""
"Not uploaded","Muskan - Live In Bhaktapur","AXIX","Muskan (Live In Bhaktapur)","","",""
"Not uploaded","Muskuraye","Yabesh Thapa","Muskuraye","","",""
"Not uploaded","Muskurayera","Sushant KC","Maya Ma (2018 Compilation)","","",""
"Not uploaded","Mutu Dekhin - Raw","John Rai","Mutu Dekhin (Raw)","","",""
"Not uploaded","My Boy Only Breaks His Favorite Toys","Taylor Swift","THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY","","",""
"Not uploaded","My Cigarette","Red Hot Chili Peppers","Return of the Dream Canteen","","",""
"Not uploaded","My Friends","Red Hot Chili Peppers","One Hot Minute (Deluxe Edition)","","",""
"Not uploaded","My Friends","Red Hot Chili Peppers","One Hot Minute","","",""
"Not uploaded","My Friends","Red Hot Chili Peppers","The Studio Album Collection 1991 - 2011","","",""
"Not uploaded","My Friends","Red Hot Chili Peppers","Greatest Hits","","",""
"Not uploaded","My Lovely Man","Red Hot Chili Peppers","Blood Sugar Sex Magik","","",""
"Not uploaded","My Lovely Man","Red Hot Chili Peppers","The Studio Album Collection 1991 - 2011","","",""
"Not uploaded","My Michelle","Guns N' Roses","Appetite For Destruction (Super Deluxe Edition)","","",""
"Not uploaded","My Michelle","Guns N' Roses","Appetite For Destruction","","",""
"Not uploaded","My Michelle - 1986 Sound City Session","Guns N' Roses","Appetite For Destruction (Super Deluxe Edition)","","",""
"Not uploaded","My Michelle - Live","Guns N' Roses","Live Era '87-'93 (Live - Deluxe Edition)","","",""
"Not uploaded","My Michelle - Live In London / 1991","Guns N' Roses","Live Era '87-'93","","",""
"Not uploaded","My Michelle - Live In New York, Ritz Theatre - May 16, 1991","Guns N' Roses","Use Your Illusion (Super Deluxe)","","",""
"Not uploaded","My Way Home","Kanye West, Common","Late Registration","","",""
"Not uploaded","My World","Guns N' Roses","Use Your Illusion II","","",""
"Not uploaded","My World - 2022 Remaster","Guns N' Roses","Use Your Illusion II (Deluxe Edition)","","",""
"Not uploaded","My World - 2022 Remaster","Guns N' Roses","Use Your Illusion (Super Deluxe)","","",""
"Not uploaded","NACHANA","Jamesy, VZN, Hennie Baker, Yogeshbeats","SELFMADE","","",""
"Not uploaded","NASALU","Jamesy, Hennie Baker","SELFMADE","","",""
"Not uploaded","NEPDRILL, Pt. 1","Jamesy","NEPDRILL, Pt. 1","","",""
"Not uploaded","NO SECRET (feat. Drake)","DJ Khaled, Drake","GOD DID","","",""
"Not uploaded","Nachahe Ko Hoina","The Edge Band","Mero Prayas","","",""
"Not uploaded","Nachaheko Hoina Old","The Edge Band","Nachaheko Hoina Old","","",""
"Not uploaded","Nachana","DJ Bishow, Nawaj Ansari, young lama","PROJECT COLLABORATION (DELUXE)","","",""
"Not uploaded","Nachana","DJ Bishow, young lama, Nawaj Ansari","PROJECT COLLABORATION","","",""
"Not uploaded","Nachodnu Yo Saath","The Edge Band","Mero Prayas","","",""
"Not uploaded","Naganya Maya","Sajjan Raj Vaidya","Naganya Maya","","",""
"Not uploaded","Najeek","Bartika Eam Rai","Bimbaakash","","",""
"Not uploaded","Najeek REMIX","LIL Rock Look, Oasis Thapa","Najeek REMIX","","",""
"Not uploaded","Najeek REMIX - Instrumental","LIL Rock Look, Oasis Thapa","Najeek REMIX","","",""
"Not uploaded","Najeek REMIX - Slowed + Reverb","LIL Rock Look, Oasis Thapa","Najeek REMIX","","",""
"Not uploaded","Najeek REMIX - Sped Up","LIL Rock Look, Oasis Thapa","Najeek REMIX","","",""
"Not uploaded","Naked in the Rain","Red Hot Chili Peppers","Blood Sugar Sex Magik","","",""
"Not uploaded","Naked in the Rain","Red Hot Chili Peppers","The Studio Album Collection 1991 - 2011","","",""
"Not uploaded","Nancy Mulligan","Ed Sheeran","Divide ÷ (Deluxe)","","",""
"Not uploaded","Narisawna","Tribal Rain","Roka Yo Samay","","",""
"Not uploaded","Nashalu","DJ Bishow, Oshin Karki","PROJECT COLLABORATION (DELUXE)","","",""
"Not uploaded","Nashalu","DJ Bishow, Oshin Karki","PROJECT COLLABORATION","","",""
"Not uploaded","Negative Creep","Nirvana","Bleach (Deluxe Edition)","","",""
"Not uploaded","Negative Creep","Nirvana","Bleach","","",""
"Not uploaded","Negative Creep - 1992/Live at Reading","Nirvana","Live at Reading","","",""
"Not uploaded","Negative Creep - Live At The Paramount/1991","Nirvana","Live At The Paramount","","",""
"Not uploaded","Negative Creep - Live In Amsterdam, Netherlands/1991","Nirvana","Nevermind (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Negative Creep - Live In Seattle, WA., October 31, 1991","Nirvana","From The Muddy Banks Of The Wishkah (Live)","","",""
"Not uploaded","Nepali","Albatross","Raat Ko Rani","","",""
"Not uploaded","Nepali","Albatross","Nepali","","",""
"Not uploaded","Nepali - Acoustic","Albatross","Barahsinghe Acoustic Sessions","","",""
"Not uploaded","Nepali Angreji","Sajjan Raj Vaidya","Nepali Angreji","","",""
"Not uploaded","Nerve Flip","Red Hot Chili Peppers","Nerve Flip","","",""
"Not uploaded","Never Abandon Your Family","Kanye West","Donda (Deluxe)","","",""
"Not uploaded","Never Is a Long Time","Red Hot Chili Peppers","Never Is a Long Time / Love of Your Life","","",""
"Not uploaded","Never Let Me Down","Kanye West, JAŸ-Z, J. Ivy","The College Dropout","","",""
"Not uploaded","Never Lonely Riddim","Dj khalipha","Rave Sound","","",""
"Not uploaded","Nevermind","Red Hot Chili Peppers","Freaky Styley","","",""
"Not uploaded","Nevermind - Remastered","Red Hot Chili Peppers","Freaky Styley","","",""
"Not uploaded","New Again","Kanye West","Donda (Deluxe)","","",""
"Not uploaded","New Again","Kanye West","Donda","","",""
"Uploaded","New Day","JAŸ-Z, Kanye West","Watch The Throne (Deluxe)","public/songs/JAŸ-Z/Watch The Throne (Deluxe)/New Day.mp3","/songs/JA%C5%B8-Z/Watch%20The%20Throne%20(Deluxe)/New%20Day.mp3","D:\vinyl-demo\public\songs\JAŸ-Z\Watch The Throne (Deluxe)\New Day.mp3"
"Not uploaded","New Man","Ed Sheeran","Divide ÷ (Deluxe)","","",""
"Not uploaded","New Rose","Guns N' Roses","The Spaghetti Incident?","","",""
"Not uploaded","New Slaves","Kanye West","Yeezus","","",""
"Not uploaded","New Work Tune - 1986 Sound City Session","Guns N' Roses","Appetite For Destruction (Super Deluxe Edition)","","",""
"Not uploaded","New York","Ed Sheeran","x (10th Anniversary Edition)","","",""
"Not uploaded","New York","Ed Sheeran","x (Wembley Edition)","","",""
"Not uploaded","New York","DJ Khaled","We The Best","","",""
"Uploaded","Ni**as In Paris","JAŸ-Z, Kanye West","Watch The Throne (Deluxe)","public/songs/JAŸ-Z/Watch The Throne (Deluxe)/Ni__as In Paris.mp3","/songs/JA%C5%B8-Z/Watch%20The%20Throne%20(Deluxe)/Ni__as%20In%20Paris.mp3","D:\vinyl-demo\public\songs\JAŸ-Z\Watch The Throne (Deluxe)\Ni__as In Paris.mp3"
"Not uploaded","Nice Boys - 1986 Sound City Session","Guns N' Roses","Appetite For Destruction (Super Deluxe Edition)","","",""
"Not uploaded","Nice Boys - Live","Guns N' Roses","G N' R Lies","","",""
"Not uploaded","Nice Boys - Live","Guns N' Roses","Appetite For Destruction (Super Deluxe Edition)","","",""
"Not uploaded","Nidari (Ko Nimti)","Bartika Eam Rai","Taral","","",""
"Not uploaded","Nightmares (feat. Random Impulse, Sway & Wretch 32)","Ed Sheeran, Random Impulse, Sway, Wretch 32","5","","",""
"Not uploaded","Nightmares (feat. Random Impulse, Sway & Wretch 32)","Ed Sheeran, Random Impulse, Sway, Wretch 32","No.5 Collaborations Project","","",""
"Not uploaded","Nightrain","Guns N' Roses","Appetite For Destruction (Super Deluxe Edition)","","",""
"Not uploaded","Nightrain","Guns N' Roses","Appetite For Destruction","","",""
"Not uploaded","Nightrain - 1986 Sound City Session","Guns N' Roses","Appetite For Destruction (Super Deluxe Edition)","","",""
"Not uploaded","Nightrain - Live","Guns N' Roses","Live Era '87-'93 (Live - Deluxe Edition)","","",""
"Not uploaded","Nightrain - Live In Las Vegas / 1992","Guns N' Roses","Live Era '87-'93","","",""
"Not uploaded","Nihita","John Rai","Nihita","","",""
"Not uploaded","Nina","Ed Sheeran","x (10th Anniversary Edition)","","",""
"Not uploaded","Nina","Ed Sheeran","x (Wembley Edition)","","",""
"Not uploaded","Nina","Ed Sheeran","x (Deluxe Edition)","","",""
"Not uploaded","Nischal","Albatross","Atti Bhayo","","",""
"Not uploaded","Nischal - Acoustic","Albatross","Barahsinghe Acoustic Sessions","","",""
"Not uploaded","No Apologies","Consequence, Kanye West","No Apologies","","",""
"Not uploaded","No Brainer (feat. Justin Bieber, Chance the Rapper & Quavo)","DJ Khaled, Justin Bieber, Chance the Rapper, Quavo","Father Of Asahd","","",""
"Not uploaded","No Child Left Behind","Kanye West","Donda (Deluxe)","","",""
"Not uploaded","No Child Left Behind","Kanye West","Donda","","",""
"Not uploaded","No Chump Love Sucker","Red Hot Chili Peppers","The Uplift Mofo Party Plan","","",""
"Uploaded","No Church In The Wild","JAŸ-Z, Kanye West, Frank Ocean, The-Dream","Watch The Throne (Deluxe)","public/songs/JAŸ-Z/Watch The Throne (Deluxe)/No Church In The Wild.mp3","/songs/JA%C5%B8-Z/Watch%20The%20Throne%20(Deluxe)/No%20Church%20In%20The%20Wild.mp3","D:\vinyl-demo\public\songs\JAŸ-Z\Watch The Throne (Deluxe)\No Church In The Wild.mp3"
"Not uploaded","No Face","Ghostface Killah, Kanye West","No Face","","",""
"Not uploaded","No Mistakes","Kanye West","ye","","",""
"Not uploaded","No More Parties In LA","Kanye West","The Life Of Pablo","","",""
"Not uploaded","No Rest","Jamesy","P2P","","",""
"Not uploaded","No Rest","Jamesy","No Rest","","",""
"Not uploaded","No Strings","Ed Sheeran","- (Deluxe)","","",""
"Not uploaded","Nobody Weird Like Me - Remastered 2003","Red Hot Chili Peppers","Mother's Milk","","",""
"Not uploaded","Not My Responsibility","Billie Eilish","Happier Than Ever","","",""
"Not uploaded","Not the One","Red Hot Chili Peppers","Unlimited Love","","",""
"Not uploaded","Not the One","Red Hot Chili Peppers","Not the One","","",""
"Not uploaded","Nothin'","Guns N' Roses","Nothin'","","",""
"Not uploaded","Nothing In My Head Besides Timi","Sajjan Raj Vaidya","Pahaar (Live Version)","","",""
"Not uploaded","Nothing In My Head Besides Timi","Sajjan Raj Vaidya","Ujeli","","",""
"Not uploaded","Nothing In My Head Besides Timi","Sajjan Raj Vaidya","Nothing In My Head Besides Timi","","",""
