status,title,artists,album,audio_path,audio_url,file_path
"Not uploaded","Bad Obsession - 2022 Remaster","Guns N' Roses","Use Your Illusion (Super Deluxe)","","",""
"Not uploaded","Bad Obsession - Live In Las Vegas, Thomas & Mack Center - January 25, 1992","Guns N' Roses","Use Your Illusion I (Deluxe Edition)","","",""
"Not uploaded","Bad Obsession - Live In New York, Ritz Theatre - May 16, 1991","Guns N' Roses","Use Your Illusion (Super Deluxe)","","",""
"Not uploaded","Badal Sari","Swar, John Rai","Badal Sari","","",""
"Not uploaded","Bag of Grins","Red Hot Chili Peppers","Return of the Dream Canteen","","",""
"Not uploaded","Bahamas Promises","Drake","For All The Dogs","","",""
"Not uploaded","Bahana","Yabesh Thapa, Arbitrary Records, Niks","Bahana","","",""
"Not uploaded","Baimani","Sushant KC","Baimani","","",""
"Not uploaded","Bakwas","Jamesy","Bakwas","","",""
"Not uploaded","Balidan Title Song (From ""Balidan"")","Sujan Chapagain, Hark Saud","Balidan Title Song (From ""Balidan"")","","",""
"Uploaded","Bam","JAŸ-Z","4:44","public/songs/JAŸ-Z/4_44/Bam.mp3","/songs/JA%C5%B8-Z/4_44/Bam.mp3","D:\vinyl-demo\public\songs\JAŸ-Z\4_44\Bam.mp3"
"Not uploaded","Banduk","Chirag Khadka","Banduk","","",""
"Not uploaded","Banga Banga ( From ""Balidan"")","Sujan Chapagain, Bhushan Khatiwada, Hark Saud","Banga Banga (From ""Balidan"")","","",""
"Not uploaded","Banger Street House Beat","Dj khalipha","Melodic Street House","","",""
"Not uploaded","Baptized In Fear","The Weeknd","Hurry Up Tomorrow","","",""
"Not uploaded","Barcelona","Ed Sheeran","Divide ÷ (Deluxe)","","",""
"Not uploaded","Bardali","Sushant KC","Bardali","","",""
"Not uploaded","Bardali - Acoustic","Sushant KC","Bardali (Acoustic)","","",""
"Not uploaded","Barry Bonds","Kanye West, Lil Wayne","Graduation","","",""
"Not uploaded","Barulho Pra Quem Não Conhece Jql - Instrumental","Dj Thales Jql","Barulho Pra Quem Não Conhece Jql (Instrumental)","","",""
"Not uploaded","Barulho Pra Quem Não Conhece o Jql","Dj Thales Jql","Barulho Jql","","",""
"Not uploaded","Basanta","Sajjan Raj Vaidya","Basanta","","",""
"Not uploaded","Bastards of Light","Red Hot Chili Peppers","Unlimited Love","","",""
"Not uploaded","Battle Ship - Remastered","Red Hot Chili Peppers","Freaky Styley","","",""
"Not uploaded","Be Like You","Ed Sheeran","5","","",""
"Not uploaded","Be Right Now","Ed Sheeran","= (Tour Edition)","","",""
"Not uploaded","Be Right Now","Ed Sheeran","=","","",""
"Not uploaded","Beans - Solo Acoustic","Nirvana","With The Lights Out - Box Set","","",""
"Not uploaded","Beat do Empurra, Empurra","Dj Thales Jql","Beat do Empurra, Empurra","","",""
"Uploaded","Beautidul People","Ed Sheeran, Khalid","No.6 Collaborations Project","public/songs/Ed Sheeran/No.6 Collaborations Project/Beautidul People.mp3","/songs/Ed%20Sheeran/No.6%20Collaborations%20Project/Beautidul%20People.mp3","D:\vinyl-demo\public\songs\Ed Sheeran\No.6 Collaborations Project\Beautidul People.mp3"
"Not uploaded","Beautiful People (feat. Khalid)","Ed Sheeran, Khalid","+-=÷× (Tour Collection: Live)","","",""
"Not uploaded","Beautiful People (feat. Khalid)","Ed Sheeran, Khalid","+-=÷× (Tour Collection)","","",""
"Not uploaded","Beautiful People (feat. Khalid)","Ed Sheeran, Khalid","No.6 Collaborations Project","","",""
"Not uploaded","Been A Son (Live at Pine Street Theatre)","Nirvana","Bleach (Deluxe Edition)","","",""
"Not uploaded","Been A Son - 1992/Live at Reading","Nirvana","Live at Reading","","",""
"Not uploaded","Been A Son - BBC Mark Goodier Session","Nirvana","Incesticide","","",""
"Not uploaded","Been A Son - Blew EP Version","Nirvana","Nirvana","","",""
"Not uploaded","Been A Son - Live At Paramount Theatre B-Side","Nirvana","Nevermind (Super Deluxe Edition)","","",""
"Not uploaded","Been A Son - Live At Paramount Theatre B-Side","Nirvana","Nevermind (Deluxe Edition)","","",""
"Not uploaded","Been A Son - Live At The Paramount/1991","Nirvana","Live At The Paramount","","",""
"Not uploaded","Been A Son - Live In Amsterdam, Netherlands/1991","Nirvana","Nevermind (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Been A Son - Live In Amsterdam, Netherlands/1991","Nirvana","From The Muddy Banks Of The Wishkah (Live)","","",""
"Not uploaded","Been A Son - Live Solo Acoustic","Nirvana","With The Lights Out - Box Set","","",""
"Not uploaded","Beeswax","Nirvana","Incesticide","","",""
"Not uploaded","Before The Solution","DJ Khaled","We The Best","","",""
"Not uploaded","Behind The Sun","Red Hot Chili Peppers","The Uplift Mofo Party Plan","","",""
"Not uploaded","Behind The Sun","Red Hot Chili Peppers","What Hits!?","","",""
"Not uploaded","Behos","Sushant KC, The Bangers","Behos","","",""
"Not uploaded","Behos","Sushant KC","Maya Ma (2018 Compilation)","","",""
"Not uploaded","Behuli","Sajjan Raj Vaidya","Behuli","","",""
"Not uploaded","Bekaboo","DJ Bishow, ShreeGo, Nasty Ninja","Bekaboo","","",""
"Not uploaded","Believe Street House Beat","Dj khalipha","Melodic Street House","","",""
"Not uploaded","Believe What I Say","Kanye West","Donda (Deluxe)","","",""
"Not uploaded","Believe What I Say","Kanye West","Donda","","",""
"Not uploaded","Bella","Red Hot Chili Peppers","Return of the Dream Canteen","","",""
"Not uploaded","Best Part of Me (feat. YEBBA)","Ed Sheeran, Yebba","No.6 Collaborations Project","","",""
"Not uploaded","Better","Guns N' Roses","Chinese Democracy","","",""
"Not uploaded","Bhaagera","Sushant KC, LIL Rock Look","Bhaagera","","",""
"Not uploaded","Bhana","YABI The G.O.A.T, Karan Bhatta, Anup Kunwar","Bhana","","",""
"Not uploaded","Bhana Ma","Ciney Gurung","Hidchhu","","",""
"Not uploaded","Bhanai","Tribal Rain","Roka Yo Samay","","",""
"Not uploaded","Bharma - Devi Deuta II","Tribal Rain","Bharma","","",""
"Not uploaded","Bhawana","Albatross","Raat Ko Rani","","",""
"Not uploaded","Bhawana","Albatross","Bhawana","","",""
"Not uploaded","Bhawana","Rockheads","Bhawana","","",""
"Not uploaded","Bhawana - Acoustic","Albatross","Barahsinghe Acoustic Sessions","","",""
"Not uploaded","Bhayena","Sushant KC","Bhayena","","",""
"Not uploaded","Bhikhaari","Oasis Thapa","Bhikhaari","","",""
"Not uploaded","Bhool","Albatross","Ma Ra Malai","","",""
"Not uploaded","Bhool","Swar, Swapnil Sharma, Rohit Shakya","Bhool","","",""
"Not uploaded","Bhramma","The Edge Band","Vibes","","",""
"Not uploaded","Bhulauna Khojchu","The Edge Band","Alag","","",""
"Not uploaded","Bhumari","Chirag Khadka","Bhumari","","",""
"Not uploaded","Bibia Be Ye Ye","Ed Sheeran","Divide ÷ (Deluxe)","","",""
"Not uploaded","Bicycle Song - 2006 Remaster","Red Hot Chili Peppers","By the Way (Deluxe Edition)","","",""
"Not uploaded","Bidaai","Swar, Swapnil Sharma, Rohit Shakya, Gautam Tandukar","Bidaai","","",""
"Not uploaded","Bidaai","Swar, Swapnil Sharma, Rohit Shakya, Gautam Tandukar","Bidaai","","",""
"Not uploaded","Big Boy Talk (feat. Jeezy & Rick Ross)","DJ Khaled, Jeezy, Rick Ross","Father Of Asahd","","",""
"Not uploaded","Big Brother","Kanye West","Graduation","","",""
"Not uploaded","Big Cheese","Nirvana","Bleach (Deluxe Edition)","","",""
"Not uploaded","Big Cheese","Nirvana","Bleach","","",""
"Not uploaded","Big Energy (feat. DJ Khaled) - Remix","Latto, Mariah Carey, DJ Khaled","Big Energy (feat. DJ Khaled) [Remix]","","",""
"Not uploaded","Big Long Now","Nirvana","Incesticide","","",""
"Not uploaded","Billie Bossa Nova","Billie Eilish","Happier Than Ever","","",""
"Not uploaded","Bimbaakash","Bartika Eam Rai","Bimbaakash","","",""
"Not uploaded","Birsana","Jamesy, Yogi","P2P","","",""
"Not uploaded","Birsu Bhanchu","The Edge Band","Gantabya","","",""
"Not uploaded","Bistarai","Swar, Swapnil Sharma, Rohit Shakya","Bistarai","","",""
"Not uploaded","Bitch I'm From Dade County","DJ Khaled","We The Best","","",""
"Uploaded","Bitch, Don't Kill My Vibe","JAŸ-Z, Kendrick Lamar","","public/songs/JAŸ-Z/Bitch, Don't Kill My Vibe.mp3","/songs/JA%C5%B8-Z/Bitch%2C%20Don't%20Kill%20My%20Vibe.mp3","D:\vinyl-demo\public\songs\JAŸ-Z\Bitch, Don't Kill My Vibe.mp3"
"Not uploaded","Black Leather","Guns N' Roses","The Spaghetti Incident?","","",""
"Not uploaded","Black Skinhead","Kanye West","Yeezus","","",""
"Not uploaded","Black Summer","Red Hot Chili Peppers","Unlimited Love","","",""
"Not uploaded","Black Summer","Red Hot Chili Peppers","Poster Child","","",""
"Not uploaded","Black Summer","Red Hot Chili Peppers","Black Summer","","",""
"Not uploaded","Blackeyed Blonde - Remastered","Red Hot Chili Peppers","Freaky Styley","","",""
"Not uploaded","Blame Game","Kanye West, John Legend","My Beautiful Dark Twisted Fantasy","","",""
"Not uploaded","Blandest - Demo","Nirvana","Sliver - The Best Of The Box","","",""
"Not uploaded","Blandest - Demo","Nirvana","With The Lights Out - Box Set","","",""
"Not uploaded","Blew","Nirvana","Bleach (Deluxe Edition)","","",""
"Not uploaded","Blew","Nirvana","Bleach","","",""
"Not uploaded","Blew (Live at Pine Street Theatre)","Nirvana","Bleach (Deluxe Edition)","","",""
"Not uploaded","Blew - 1992/Live at Reading","Nirvana","Live at Reading","","",""
"Not uploaded","Blew - Live & Loud","Nirvana","Live And Loud","","",""
"Not uploaded","Blew - Live At The Paramount/1991","Nirvana","Live At The Paramount","","",""
"Not uploaded","Blew - Live In Amsterdam, Netherlands/1991","Nirvana","Nevermind (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Blew - Live In Amsterdam, Netherlands/1991","Nirvana","From The Muddy Banks Of The Wishkah (Live)","","",""
"Not uploaded","Blew - Live In Los Angeles, Great Western Forum - December 30, 1993","Nirvana","In Utero (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Blood On The Leaves","Kanye West","Yeezus","","",""
"Not uploaded","Blood Sugar Sex Magik","Red Hot Chili Peppers","Blood Sugar Sex Magik","","",""
"Not uploaded","Blood Sugar Sex Magik","Red Hot Chili Peppers","The Studio Album Collection 1991 - 2011","","",""
"Not uploaded","Bloodstream","Ed Sheeran","+-=÷× (Tour Collection: Live)","","",""
"Not uploaded","Bloodstream","Ed Sheeran","+-=÷× (Tour Collection)","","",""
"Not uploaded","Bloodstream","Ed Sheeran","x (10th Anniversary Edition)","","",""
"Not uploaded","Bloodstream","Ed Sheeran","x (Wembley Edition)","","",""
"Not uploaded","Bloodstream","Ed Sheeran","x (Deluxe Edition)","","",""
"Not uploaded","Bloodstream","Ed Sheeran","names in lights at stadium heights","","",""
"Not uploaded","Bloodstream - Live","Ed Sheeran","+-=÷× (Tour Collection: Live)","","",""
"Not uploaded","Blue","Ed Sheeran","Autumn Variations (Fan Living Room Sessions)","","",""
"Not uploaded","Blue","Ed Sheeran","Autumn Variations","","",""
"Not uploaded","Blue - Live from Sarom’s Living Room","Ed Sheeran","Autumn Variations (Fan Living Room Sessions)","","",""
"Not uploaded","Boat","Ed Sheeran","- (Deluxe)","","",""
"Not uploaded","Bob - 2006 Remaster","Red Hot Chili Peppers","One Hot Minute (Deluxe Edition)","","",""
"Not uploaded","Boomerang","YABI The G.O.A.T","Boomerang","","",""
"Not uploaded","Borderline","Ed Sheeran","- (Deluxe)","","",""
"Not uploaded","Borracho","Sech, DJ Khaled","Borracho","","",""
"Not uploaded","Bota Ela de Quatro","Dj Thales Jql","Bota Ela de Quatro","","",""
"Not uploaded","Bottle Aadha Khali","DJ Bishow, Oasis Thapa, Mr. D","PROJECT COLLABORATION (DELUXE)","","",""
"Not uploaded","Bottle Aadha Khali","DJ Bishow, Oasis Thapa, Mr. D","PROJECT COLLABORATION","","",""
"Not uploaded","Bound 2","Kanye West","Yeezus","","",""
"Not uploaded","Brave Street House Beat","Dj khalipha","Melodic Street House","","",""
"Not uploaded","Brave from Afar","Red Hot Chili Peppers","This Is the Kitt / Brave from Afar","","",""
"Not uploaded","Breakdown","Guns N' Roses","Use Your Illusion II","","",""
"Not uploaded","Breakdown - 2022 Remaster","Guns N' Roses","Use Your Illusion II (Deluxe Edition)","","",""
"Not uploaded","Breakdown - 2022 Remaster","Guns N' Roses","Use Your Illusion (Super Deluxe)","","",""
"Not uploaded","Breaking the Girl","Red Hot Chili Peppers","Blood Sugar Sex Magik","","",""
"Not uploaded","Breaking the Girl","Red Hot Chili Peppers","The Studio Album Collection 1991 - 2011","","",""
"Not uploaded","Breaking the Girl","Red Hot Chili Peppers","Greatest Hits","","",""
"Not uploaded","Breathe In Breathe Out","Kanye West, Ludacris","The College Dropout","","",""
"Not uploaded","Breed","Nirvana","Nevermind (Super Deluxe Edition)","","",""
"Not uploaded","Breed","Nirvana","Nevermind (Remastered)","","",""
"Not uploaded","Breed","Nirvana","Nevermind (Deluxe Edition)","","",""
"Not uploaded","Breed - 1992/Live at Reading","Nirvana","Live at Reading","","",""
"Not uploaded","Breed - Devonshire Mix","Nirvana","Nevermind (Super Deluxe Edition)","","",""
"Not uploaded","Breed - Live & Loud","Nirvana","Live And Loud","","",""
"Not uploaded","Breed - Live & Loud","Nirvana","In Utero (Super Deluxe Edition)","","",""
"Not uploaded","Breed - Live At London Astoria, UK, December 3, 1989","Nirvana","From The Muddy Banks Of The Wishkah (Live)","","",""
"Not uploaded","Breed - Live At The Paramount/1991","Nirvana","Live At The Paramount","","",""
"Not uploaded","Breed - Live In Amsterdam, Netherlands/1991","Nirvana","Nevermind (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Breed - Live In Amsterdam, Netherlands/1991","Nirvana","Smells Like Teen Spirit / In Bloom / On A Plain / Lithium / Breed","","",""
"Not uploaded","Breed - Live In Amsterdam, Netherlands/1991","Nirvana","In Bloom / On A Plain / Lithium / Breed","","",""
"Not uploaded","Breed - Live In Amsterdam, Netherlands/1991","Nirvana","On A Plain / Lithium / Breed (Live)","","",""
"Not uploaded","Breed - Live In Amsterdam, Netherlands/1991","Nirvana","Lithium / Breed (Live)","","",""
"Not uploaded","Breed - Live In Amsterdam, Netherlands/1991","Nirvana","Breed (Live In Amsterdam, Netherlands/1991)","","",""
"Not uploaded","Breed - Live In Del Mar, California/1991","Nirvana","Nevermind (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Breed - Live In Los Angeles, Great Western Forum - December 30, 1993","Nirvana","In Utero (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Breed - Live In Melbourne, Australia For Triple J/1992","Nirvana","Nevermind (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Breed - Live In Seattle, Seattle Center Arena - January 7, 1994","Nirvana","In Utero (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Breed - Remastered 2021","Nirvana","Nevermind (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Breed - Rough Mix","Nirvana","With The Lights Out - Box Set","","",""
"Not uploaded","Brendan's Death Song","Red Hot Chili Peppers","I'm with You","","",""
"Not uploaded","Brother (with Post Malone & YoungBoy Never Broke Again)","DJ Khaled, Post Malone, YoungBoy Never Broke Again","Brother","","",""
"Not uploaded","Brother (with Post Malone & YoungBoy Never Broke Again) - Instrumental","DJ Khaled, Post Malone, YoungBoy Never Broke Again","Brother","","",""
"Not uploaded","Brotherly (Street House Beat)","Dj khalipha","Brotherly (Street House Beat)","","",""
"Not uploaded","Brown Paper Bag","DJ Khaled","We The Best","","",""
"Not uploaded","Buckle Down - 2002 Digital Remaster","Red Hot Chili Peppers","Red Hot Chili Peppers","","",""
"Not uploaded","Buddhako Shanti","AXIX","Black and White","","",""
"Not uploaded","Budhasaubba Goldcup Song","Rajesh Payal Rai","Budhasubba GoldCup","","",""
"Not uploaded","Budhasaubba Goldcup Song","Sabin Rai","Budhasubba GoldCup","","",""
"Not uploaded","Budi 2","Chirag Khadka","Budi 2","","",""
"Not uploaded","Buick Makane / Big Dumb Sex","Guns N' Roses","The Spaghetti Incident?","","",""
"Not uploaded","Bujhideu","Samir Shrestha","Bujhideu","","",""
"Not uploaded","Bujhideu","Samir Shrestha","Bujhideu","","",""
"Not uploaded","But Daddy I Love Him","Taylor Swift","THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY","","",""
"Not uploaded","By the Way","Red Hot Chili Peppers","By the Way (Deluxe Edition)","","",""
"Not uploaded","By the Way","Red Hot Chili Peppers","By the Way","","",""
"Not uploaded","By the Way","Red Hot Chili Peppers","The Studio Album Collection 1991 - 2011","","",""
"Not uploaded","By the Way","Red Hot Chili Peppers","Greatest Hits","","",""
"Not uploaded","Byarthai - demo","Purna Rai","Byarthai (demo)","","",""
"Not uploaded","C'mon Girl","Red Hot Chili Peppers","Stadium Arcadium","","",""
"Not uploaded","CALL GARA","Jamesy","CALL GARA","","",""
"Not uploaded","CANCELLED!","Taylor Swift","The Life of a Showgirl","","",""
"Not uploaded","CANCELLED!","Taylor Swift","The Life of a Showgirl + Acoustic Collection","","",""
"Not uploaded","CARNIVAL","¥$, Kanye West, Ty Dolla $ign","VULTURES 1","","",""
"Not uploaded","CARNIVAL (INSTRUMENTAL)","¥$, Kanye West, Ty Dolla $ign","CARNIVAL (INSTRUMENTAL)","","",""
"Not uploaded","CARNIVAL (feat. Rich The Kid, Playboi Carti)","¥$, Kanye West, Ty Dolla $ign, Rich The Kid, Playboi Carti","CARNIVAL PACK (feat. Rich The Kid, Playboi Carti)","","",""
"Not uploaded","CARNIVAL (feat. Rich The Kid, Playboi Carti)","¥$, Kanye West, Ty Dolla $ign, Rich The Kid, Playboi Carti","CARNIVAL PACK (feat. Rich The Kid, Playboi Carti)","","",""
"Not uploaded","CARNIVAL (feat. Rich The Kid, Playboi Carti)","¥$, Kanye West, Ty Dolla $ign, Playboi Carti, Rich The Kid","CARNIVAL (feat. Rich The Kid, Playboi Carti)","","",""
"Not uploaded","CARNIVAL (feat. Rich The Kid, Playboi Carti) - ACAPELLA","¥$, Kanye West, Ty Dolla $ign, Playboi Carti, Rich The Kid","CARNIVAL PACK (feat. Rich The Kid, Playboi Carti)","","",""
"Not uploaded","CARNIVAL - HOOLIGANS VERSION","¥$, Kanye West, Ty Dolla $ign","CARNIVAL PACK (feat. Rich The Kid, Playboi Carti)","","",""
"Not uploaded","CARNIVAL - HOOLIGANS VERSION","¥$, Kanye West, Ty Dolla $ign","CARNIVAL - HOOLIGANS VERSION","","",""
"Not uploaded","CARNIVAL - INSTRUMENTAL","¥$, Kanye West, Ty Dolla $ign","CARNIVAL PACK (feat. Rich The Kid, Playboi Carti)","","",""
"Not uploaded","CHAAK","Purna Rai","CHAAK","","",""
"Not uploaded","CHANGES","DJ Bishow, Dong, Nasty Ninja, Zateb","PROJECT COLLABORATION (DELUXE)","","",""
"Not uploaded","CHANGES","DJ Bishow, Dong, Nasty Ninja, Zateb","PROJECT COLLABORATION","","",""
"Not uploaded","CHANGES","DJ Bishow, Dong, Nasty Ninja, Zateb","CHANGES","","",""
"Not uploaded","CHIHIRO","Billie Eilish","HIT ME HARD AND SOFT","","",""
"Not uploaded","CITY OF CHI","DONDA, Kanye West, Ye","DONDA 2","","",""
"Not uploaded","CITY OF GOD","DONDA, Kanye West, Ye","DONDA 2","","",""
"Not uploaded","CN TOWER","PARTYNEXTDOOR, Drake","$ome $exy $ongs 4 U","","",""
"Not uploaded","CRYING IN CHANEL","Drake","$ome $exy $ongs 4 U","","",""
"Not uploaded","Cabron","Red Hot Chili Peppers","By the Way (Deluxe Edition)","","",""
"Not uploaded","Cabron","Red Hot Chili Peppers","By the Way","","",""
"Not uploaded","Cala boca e Escuta o Som da Minha Saveiro","Dj Thales Jql, Dj Rayan","Cala boca e Escuta o Som da Minha Saveiro","","",""
